productId,productName,productUrl,sku,listPriceMax,price,image
ITNL335500,Ferrero Rocher 12 Pcs,https://www.fnp.com/canada/gift/ferrero-rocher-12-pcs?localityname=vancouver&pos=148,CAN_CART_GEN28,2199.0,2199.0,https://www.fnp.com/images/pr/canada/m/v20210728062841/ferrero-rocher-12-pcs.jpg
ITNL346213,Vibrant Mixed Flowers Bouquet,https://www.fnp.com/canada/gift/vibrant-mixed-flowers-bouquet?localityname=vancouver&pos=149,CAN_VD22_CANCART202201_043,2549.0,2549.0,https://www.fnp.com/images/pr/canada/m/v20220208130942/vibrant-mixed-flowers-bouquet.jpg
ITNL46152,Baileys Cheesecake,https://www.fnp.com/canada/gift/baileys-cheesecake?localityname=vancouver&pos=150,ECK_CK03_CAN,5599.0,5599.0,https://www.fnp.com/images/pr/canada/m/v20190708122138/baileys-cheesecake.jpg
ITNL335861,Chocolate Milky Way Cakehalf Kg,https://www.fnp.com/canada/gift/chocolate-milky-way-cakehalf-kg?localityname=vancouver&pos=151,CART_CAN_CART20211104,2249.0,2249.0,https://www.fnp.com/images/pr/canada/m/v20211116111236/chocolate-milky-way-cakehalf-kg.jpg
ITNL46104,Cappuccino Cheesecake,https://www.fnp.com/canada/gift/cappuccino-cheesecake?localityname=vancouver&pos=152,ECK_CK11_CAN,5599.0,5599.0,https://www.fnp.com/images/pr/canada/m/v20190708122141/cappuccino-cheesecake.jpg
ITNL24196,Eternal Basket,https://www.fnp.com/canada/gift/eternal-basket?localityname=vancouver&pos=153,BLX_FNMF092_CAN,6349.0,6349.0,https://www.fnp.com/images/pr/canada/m/v20180130132044/eternal-basket.jpg
ITNL46606,Whipped Mascarpone Red Velvet Cake,https://www.fnp.com/canada/gift/whipped-mascarpone-red-velvet-cake?localityname=vancouver&pos=154,ECK_CK65_CAN,5249.0,5249.0,https://www.fnp.com/images/pr/canada/m/v20210330104905/whipped-mascarpone-red-velvet-cake.jpg
ITNL181525,Beautifully Arranged 24 Red Roses,https://www.fnp.com/canada/gift/beautifully-arranged-24-red-roses?localityname=vancouver&pos=155,VD21_BLX_LF11-80_CAN,8799.0,8799.0,https://www.fnp.com/images/pr/canada/m/v20210208200838/beautifully-arranged-24-red-roses.jpg
ITNL181510,Dancing Daisies Floral Arrangement,https://www.fnp.com/canada/gift/dancing-daisies-floral-arrangement?localityname=vancouver&pos=156,VD21_BLX_LF10-47_CAN,5549.0,5549.0,https://www.fnp.com/images/pr/canada/m/v20210208200838/dancing-daisies-floral-arrangement.jpg
PERS-ITNL129,Personalized Mug For Him,https://www.fnp.com/canada/gift/personalized-mug-for-him?localityname=vancouver&pos=157,CARTPERSMUG190128_CAN,2699.0,2699.0,https://www.fnp.com/images/pr/canada/m/v20190131133903/personalized-mug-for-him.jpg
ITNL203772,Lovely Earl Grey Lavender Cake 6 Inches,https://www.fnp.com/canada/gift/lovely-earl-grey-lavender-cake-6-inches?localityname=vancouver&pos=158,FRSTD_CK26_CAN,2449.0,2449.0,https://www.fnp.com/images/pr/canada/m/v20210521063443/lovely-earl-grey-lavender-cake-6-inches.jpg
PERS-ITNL154,Personalized Couple Sketch Mug,https://www.fnp.com/canada/gift/personalized-couple-sketch-mug?localityname=vancouver&pos=159,CARTPERSMUG190110_CAN,2699.0,2699.0,https://www.fnp.com/images/pr/canada/m/v20190131133902/personalized-couple-sketch-mug.jpg
ITNL203805,Ambrosial Tiramisu Cake 6 Inches,https://www.fnp.com/canada/gift/ambrosial-tiramisu-cake-6-inches?localityname=vancouver&pos=160,FRSTD_CK56_CAN,3249.0,3249.0,https://www.fnp.com/images/pr/canada/m/v20210521063530/ambrosial-tiramisu-cake-6-inches.jpg
